2020-10-09 14:48:56,576 p=325053 u=mistral n=ansible | Using /var/lib/mistral/vran/ansible.cfg as config file
2020-10-09 14:49:33,855 p=325053 u=mistral n=ansible | PLAY [Render all_nodes data as group_vars for overcloud] ***********************
2020-10-09 14:49:33,929 p=325053 u=mistral n=ansible | TASK [Render all_nodes data as group_vars for overcloud] ***********************
2020-10-09 14:49:33,930 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:33 -0500 (0:00:00.610)       0:00:35.635 ******** 
2020-10-09 14:49:37,712 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"all_nodes": null, "changed": false}
2020-10-09 14:49:37,721 p=325053 u=mistral n=ansible | PLAY [Set all_nodes data as group_vars for overcloud] **************************
2020-10-09 14:49:37,781 p=325053 u=mistral n=ansible | TASK [Set all_nodes data as group_vars for overcloud] **************************
2020-10-09 14:49:37,781 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:37 -0500 (0:00:03.851)       0:00:39.486 ******** 
2020-10-09 14:49:37,859 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"censored": "the output has been hidden due to the fact that 'no_log: true' was specified for this result", "changed": false}
2020-10-09 14:49:37,919 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => {"censored": "the output has been hidden due to the fact that 'no_log: true' was specified for this result", "changed": false}
2020-10-09 14:49:37,972 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => {"censored": "the output has been hidden due to the fact that 'no_log: true' was specified for this result", "changed": false}
2020-10-09 14:49:38,026 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"censored": "the output has been hidden due to the fact that 'no_log: true' was specified for this result", "changed": false}
2020-10-09 14:49:38,078 p=325053 u=mistral n=ansible | ok: [vran-controllerb-1] => {"censored": "the output has been hidden due to the fact that 'no_log: true' was specified for this result", "changed": false}
2020-10-09 14:49:38,086 p=325053 u=mistral n=ansible | PLAY [Manage SELinux] **********************************************************
2020-10-09 14:49:38,144 p=325053 u=mistral n=ansible | TASK [Set selinux state] *******************************************************
2020-10-09 14:49:38,144 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:38 -0500 (0:00:00.362)       0:00:39.849 ******** 
2020-10-09 14:49:38,893 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "configfile": "/etc/selinux/config", "msg": "SELinux state changed from 'permissive' to 'enforcing', Config SELinux state changed from 'permissive' to 'enforcing'", "policy": "targeted", "reboot_required": false, "state": "enforcing"}
2020-10-09 14:49:38,894 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "configfile": "/etc/selinux/config", "msg": "SELinux state changed from 'permissive' to 'enforcing', Config SELinux state changed from 'permissive' to 'enforcing'", "policy": "targeted", "reboot_required": false, "state": "enforcing"}
2020-10-09 14:49:38,895 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "configfile": "/etc/selinux/config", "msg": "SELinux state changed from 'permissive' to 'enforcing', Config SELinux state changed from 'permissive' to 'enforcing'", "policy": "targeted", "reboot_required": false, "state": "enforcing"}
2020-10-09 14:49:38,946 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "configfile": "/etc/selinux/config", "msg": "SELinux state changed from 'permissive' to 'enforcing', Config SELinux state changed from 'permissive' to 'enforcing'", "policy": "targeted", "reboot_required": false, "state": "enforcing"}
2020-10-09 14:49:38,998 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "configfile": "/etc/selinux/config", "msg": "SELinux state changed from 'permissive' to 'enforcing', Config SELinux state changed from 'permissive' to 'enforcing'", "policy": "targeted", "reboot_required": false, "state": "enforcing"}
2020-10-09 14:49:39,007 p=325053 u=mistral n=ansible | PLAY [Generate /etc/hosts] *****************************************************
2020-10-09 14:49:39,057 p=325053 u=mistral n=ansible | TASK [Configure Hosts Entries] *************************************************
2020-10-09 14:49:39,057 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:39 -0500 (0:00:00.913)       0:00:40.762 ******** 
2020-10-09 14:49:39,932 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Create temporary file for hosts] *****************
2020-10-09 14:49:39,932 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:39 -0500 (0:00:00.874)       0:00:41.637 ******** 
2020-10-09 14:49:40,415 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.lhejo1qmtmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,417 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.4l0nllsztmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,418 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.j3qhn36rtmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,470 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.9eta3dyytmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,521 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.whgdolp8tmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,623 p=325053 u=mistral n=ansible | changed: [undercloud] => {"changed": true, "gid": 0, "group": "root", "mode": "0600", "owner": "root", "path": "/tmp/ansible.xvdkimh1tmphosts", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 0, "state": "file", "uid": 0}
2020-10-09 14:49:40,669 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Prepare temporary /etc/hosts] ********************
2020-10-09 14:49:40,670 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:40 -0500 (0:00:00.737)       0:00:42.375 ******** 
2020-10-09 14:49:41,246 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "checksum": "7335999eb54c15c67566186bdfc46f64e0d5a1aa", "dest": "/tmp/ansible.lhejo1qmtmphosts", "gid": 0, "group": "root", "md5sum": "54fb6627dbaa37721048e4549db3224d", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 158, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,248 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "checksum": "7335999eb54c15c67566186bdfc46f64e0d5a1aa", "dest": "/tmp/ansible.4l0nllsztmphosts", "gid": 0, "group": "root", "md5sum": "54fb6627dbaa37721048e4549db3224d", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 158, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,249 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "checksum": "7335999eb54c15c67566186bdfc46f64e0d5a1aa", "dest": "/tmp/ansible.j3qhn36rtmphosts", "gid": 0, "group": "root", "md5sum": "54fb6627dbaa37721048e4549db3224d", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 158, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,302 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "checksum": "7335999eb54c15c67566186bdfc46f64e0d5a1aa", "dest": "/tmp/ansible.whgdolp8tmphosts", "gid": 0, "group": "root", "md5sum": "54fb6627dbaa37721048e4549db3224d", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 158, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,355 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "checksum": "7335999eb54c15c67566186bdfc46f64e0d5a1aa", "dest": "/tmp/ansible.9eta3dyytmphosts", "gid": 0, "group": "root", "md5sum": "54fb6627dbaa37721048e4549db3224d", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 158, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,356 p=325053 u=mistral n=ansible | changed: [undercloud] => {"changed": true, "checksum": "7711258c50ff89572c6fdddd9c975f53197dd945", "dest": "/tmp/ansible.xvdkimh1tmphosts", "gid": 0, "group": "root", "md5sum": "8dd2fc1627c8c968eae5b1d6a3d88388", "mode": "0644", "owner": "root", "secontext": "unconfined_u:object_r:user_tmp_t:s0", "size": 3163, "src": "/etc/hosts", "state": "file", "uid": 0}
2020-10-09 14:49:41,402 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Remove old Heat hosts configuration (if present)] ***
2020-10-09 14:49:41,403 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:41 -0500 (0:00:00.733)       0:00:43.108 ******** 
2020-10-09 14:49:41,873 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {"changed": false, "msg": ""}
2020-10-09 14:49:41,875 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => {"changed": false, "msg": ""}
2020-10-09 14:49:41,877 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => {"changed": false, "msg": ""}
2020-10-09 14:49:41,929 p=325053 u=mistral n=ansible | ok: [vran-controllerb-0] => {"changed": false, "msg": ""}
2020-10-09 14:49:41,932 p=325053 u=mistral n=ansible | ok: [undercloud] => {"changed": false, "msg": ""}
2020-10-09 14:49:41,984 p=325053 u=mistral n=ansible | ok: [vran-controllerb-1] => {"changed": false, "msg": ""}
2020-10-09 14:49:42,035 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Render out the hosts entries] ********************
2020-10-09 14:49:42,035 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:42 -0500 (0:00:00.632)       0:00:43.740 ******** 
2020-10-09 14:49:44,551 p=325053 u=mistral n=ansible | ok: [undercloud] => {"ansible_facts": {"tripleo_hosts_entries_block": "192.168.10.24 vran-novacompute-0.localdomain vran-novacompute-0\n192.168.12.45 vran-novacompute-0.storage.localdomain vran-novacompute-0.storage\n192.168.10.24 vran-novacompute-0.internalapi.localdomain vran-novacompute-0.internalapi\n192.168.11.142 vran-novacompute-0.tenant.localdomain vran-novacompute-0.tenant\n168.127.11.15 vran-novacompute-0.external.localdomain vran-novacompute-0.external\n192.168.1.133 vran-novacompute-0.ctlplane.localdomain vran-novacompute-0.ctlplane\n192.168.10.235 vran-computert-0.localdomain vran-computert-0\n192.168.12.4 vran-computert-0.storage.localdomain vran-computert-0.storage\n192.168.10.235 vran-computert-0.internalapi.localdomain vran-computert-0.internalapi\n192.168.11.38 vran-computert-0.tenant.localdomain vran-computert-0.tenant\n168.127.11.12 vran-computert-0.external.localdomain vran-computert-0.external\n192.168.1.112 vran-computert-0.ctlplane.localdomain vran-computert-0.ctlplane\n192.168.10.227 vran-controller-0.localdomain vran-controller-0\n192.168.12.16 vran-controller-0.storage.localdomain vran-controller-0.storage\n192.168.13.27 vran-controller-0.storagemgmt.localdomain vran-controller-0.storagemgmt\n192.168.10.227 vran-controller-0.internalapi.localdomain vran-controller-0.internalapi\n192.168.11.5 vran-controller-0.tenant.localdomain vran-controller-0.tenant\n168.127.11.13 vran-controller-0.external.localdomain vran-controller-0.external\n192.168.1.144 vran-controller-0.ctlplane.localdomain vran-controller-0.ctlplane\n192.168.10.49 vran-controllerb-0.localdomain vran-controllerb-0\n192.168.12.19 vran-controllerb-0.storage.localdomain vran-controllerb-0.storage\n192.168.13.18 vran-controllerb-0.storagemgmt.localdomain vran-controllerb-0.storagemgmt\n192.168.10.49 vran-controllerb-0.internalapi.localdomain vran-controllerb-0.internalapi\n192.168.11.97 vran-controllerb-0.tenant.localdomain vran-controllerb-0.tenant\n168.127.11.14 vran-controllerb-0.external.localdomain vran-controllerb-0.external\n192.168.1.107 vran-controllerb-0.ctlplane.localdomain vran-controllerb-0.ctlplane\n192.168.10.129 vran-controllerb-1.localdomain vran-controllerb-1\n192.168.12.53 vran-controllerb-1.storage.localdomain vran-controllerb-1.storage\n192.168.13.90 vran-controllerb-1.storagemgmt.localdomain vran-controllerb-1.storagemgmt\n192.168.10.129 vran-controllerb-1.internalapi.localdomain vran-controllerb-1.internalapi\n192.168.11.36 vran-controllerb-1.tenant.localdomain vran-controllerb-1.tenant\n168.127.11.16 vran-controllerb-1.external.localdomain vran-controllerb-1.external\n192.168.1.125 vran-controllerb-1.ctlplane.localdomain vran-controllerb-1.ctlplane\n"}, "changed": false}
2020-10-09 14:49:44,596 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Prepare new /etc/hosts] **************************
2020-10-09 14:49:44,596 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:44 -0500 (0:00:02.561)       0:00:46.301 ******** 
2020-10-09 14:49:44,885 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:44,945 p=325053 u=mistral n=ansible | changed: [undercloud] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:44,999 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:45,051 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:45,104 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:45,206 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "msg": "Block inserted"}
2020-10-09 14:49:45,254 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Update /etc/hosts contents (if changed)] *********
2020-10-09 14:49:45,254 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:45 -0500 (0:00:00.658)       0:00:46.960 ******** 
2020-10-09 14:49:45,523 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "cmd": ["cp", "/tmp/ansible.lhejo1qmtmphosts", "/etc/hosts"], "delta": "0:00:00.001686", "end": "2020-10-09 10:49:51.338207", "rc": 0, "start": "2020-10-09 10:49:51.336521", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,584 p=325053 u=mistral n=ansible | changed: [undercloud] => {"changed": true, "cmd": ["cp", "/tmp/ansible.xvdkimh1tmphosts", "/etc/hosts"], "delta": "0:00:00.007199", "end": "2020-10-09 14:49:45.518038", "rc": 0, "start": "2020-10-09 14:49:45.510839", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,636 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "cmd": ["cp", "/tmp/ansible.j3qhn36rtmphosts", "/etc/hosts"], "delta": "0:00:00.002033", "end": "2020-10-09 15:50:44.620192", "rc": 0, "start": "2020-10-09 15:50:44.618159", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,688 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "cmd": ["cp", "/tmp/ansible.4l0nllsztmphosts", "/etc/hosts"], "delta": "0:00:00.001611", "end": "2020-10-09 15:50:19.596693", "rc": 0, "start": "2020-10-09 15:50:19.595082", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,790 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "cmd": ["cp", "/tmp/ansible.9eta3dyytmphosts", "/etc/hosts"], "delta": "0:00:00.001902", "end": "2020-10-09 15:50:15.365641", "rc": 0, "start": "2020-10-09 15:50:15.363739", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,792 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "cmd": ["cp", "/tmp/ansible.whgdolp8tmphosts", "/etc/hosts"], "delta": "0:00:00.001843", "end": "2020-10-09 15:50:20.954268", "rc": 0, "start": "2020-10-09 15:50:20.952425", "stderr": "", "stderr_lines": [], "stdout": "", "stdout_lines": []}
2020-10-09 14:49:45,838 p=325053 u=mistral n=ansible | TASK [tripleo-hosts-entries : Clean up temporary hosts file] *******************
2020-10-09 14:49:45,839 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:45 -0500 (0:00:00.584)       0:00:47.544 ******** 
2020-10-09 14:49:46,320 p=325053 u=mistral n=ansible | changed: [vran-novacompute-0] => {"changed": true, "path": "/tmp/ansible.lhejo1qmtmphosts", "state": "absent"}
2020-10-09 14:49:46,323 p=325053 u=mistral n=ansible | changed: [vran-controller-0] => {"changed": true, "path": "/tmp/ansible.4l0nllsztmphosts", "state": "absent"}
2020-10-09 14:49:46,326 p=325053 u=mistral n=ansible | changed: [vran-computert-0] => {"changed": true, "path": "/tmp/ansible.j3qhn36rtmphosts", "state": "absent"}
2020-10-09 14:49:46,379 p=325053 u=mistral n=ansible | changed: [vran-controllerb-0] => {"changed": true, "path": "/tmp/ansible.9eta3dyytmphosts", "state": "absent"}
2020-10-09 14:49:46,432 p=325053 u=mistral n=ansible | changed: [vran-controllerb-1] => {"changed": true, "path": "/tmp/ansible.whgdolp8tmphosts", "state": "absent"}
2020-10-09 14:49:46,434 p=325053 u=mistral n=ansible | changed: [undercloud] => {"changed": true, "path": "/tmp/ansible.xvdkimh1tmphosts", "state": "absent"}
2020-10-09 14:49:46,443 p=325053 u=mistral n=ansible | PLAY [Common roles for TripleO servers] ****************************************
2020-10-09 14:49:46,516 p=325053 u=mistral n=ansible | TASK [Common roles for TripleO servers] ****************************************
2020-10-09 14:49:46,516 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:46 -0500 (0:00:00.677)       0:00:48.221 ******** 
2020-10-09 14:49:46,572 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => {
    "msg": "Use --start-at-task \"Common roles for TripleO servers\" to resume from this task"
}
2020-10-09 14:49:46,629 p=325053 u=mistral n=ansible | TASK [include_role : tripleo-bootstrap] ****************************************
2020-10-09 14:49:46,629 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:46 -0500 (0:00:00.112)       0:00:48.334 ******** 
2020-10-09 14:49:47,284 p=325053 u=mistral n=ansible | TASK [tripleo-bootstrap : Gather variables for each operating system] **********
2020-10-09 14:49:47,284 p=325053 u=mistral n=ansible | Friday 09 October 2020  14:49:47 -0500 (0:00:00.655)       0:00:48.989 ******** 
2020-10-09 14:49:47,368 p=325053 u=mistral n=ansible | ok: [vran-novacompute-0] => (item=/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml) => {"ansible_facts": {"_tripleo_bootstrap_legacy_network_packages": ["network-scripts"], "_tripleo_bootstrap_packages_bootstrap": ["lvm2", "jq", "openvswitch", "openstack-heat-agents", "openstack-selinux", "os-net-config", "python3-libselinux", "puppet-tripleo", "rsync", "tmpwatch"], "tripleo_bootstrap_network_service": "NetworkManager"}, "ansible_included_var_files": ["/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"], "ansible_loop_var": "item", "changed": false, "item": "/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"}
2020-10-09 14:49:47,432 p=325053 u=mistral n=ansible | ok: [vran-computert-0] => (item=/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml) => {"ansible_facts": {"_tripleo_bootstrap_legacy_network_packages": ["network-scripts"], "_tripleo_bootstrap_packages_bootstrap": ["lvm2", "jq", "openvswitch", "openstack-heat-agents", "openstack-selinux", "os-net-config", "python3-libselinux", "puppet-tripleo", "rsync", "tmpwatch"], "tripleo_bootstrap_network_service": "NetworkManager"}, "ansible_included_var_files": ["/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"], "ansible_loop_var": "item", "changed": false, "item": "/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"}
2020-10-09 14:49:47,490 p=325053 u=mistral n=ansible | ok: [vran-controller-0] => (item=/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml) => {"ansible_facts": {"_tripleo_bootstrap_legacy_network_packages": ["network-scripts"], "_tripleo_bootstrap_packages_bootstrap": ["lvm2", "jq", "openvswitch", "openstack-heat-agents", "openstack-selinux", "os-net-config", "python3-libselinux", "puppet-tripleo", "rsync", "tmpwatch"], "tripleo_bootstrap_network_service": "NetworkManager"}, "ansible_included_var_files": ["/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"], "ansible_loop_var": "item", "changed": false, "item": "/usr/share/ansible/roles/tripleo-bootstrap/vars/redhat-8.yml"}
